marca,nome,descrizione,image url,product url
CERAMICA DEL CONCA,SENSORIA,"Sensoria, un progetto elegante e sofisticato, prende vita dalla pietra ""Bianco Siberia"", una scelta che coniuga sobrietà e leggerezza visiva. Questa collezione di pavimenti e rivestimenti in gres si distingue per una grafica tono su tono, arricchita da venature bianche e grigie che conferiscono profondità e raffinatezza. Le quattro colorazioni disponibili offrono una gamma di piastrelle ceramiche e di atmosfere diverse, dalle più ovattate alle più moderne e contemporanee. Il decoro COMBINATION  unisce pietra e legno Rovere Naturale di Native in un'intersezione creativa e dinamica. Inoltre, la struttura tridimensionale TOUCH, con le sue righe parallele, dona sulla superficie ceramica un movimento cannettato elegante e versatile, adatto a pose sia orizzontali che verticali. La collezione si completa con il grande formato in lastra 120x278.",https://img.edilportale.com/product-thumbs/b_CERAMICA-DEL-CONCA_SENSORIA_vrMR3UsMo7.jpeg,https://www.edilportale.com/prodotti/ceramica-del-conca/pavimento-rivestimento-in-gres-porcellanato-effetto-pietra/sensoria_742011.html
CERAMICA DEL CONCA,TERRE GARZATE,"Suggestive composizioni geometriche mescolate ai colori della terra: la collezioneTERRE GARZATEdi Ceramica Faetano è come un quadro da ammirare. Argilla, sabbia e terra danno vita a una nuova collezione di pavimenti e rivestimenti in gres porcellanato che evoca la materia cruda e primitiva, dalle trame garzate e aggrovigliate. Una matericità apparentemente essenziale, che invoglia a riscoprire il valore del “fare ceramica”, in cui la tradizione artigianale si mescola a colori e forme geometriche che richiamano le atmosfere pittoriche della Bauhaus restituendo allo spazio esclusività e ricercatezza. E’ così che le superfici in piccolo formato, ripetute e sovrapposte, creano ritmo e vivacizzano l’ambiente, dando vita a seducenti combinazioni di colore ed effetti visivi di forte impatto. La collezione Terre Garzate è pensata per essere proposta sia come rivestimento sia come pavimento in tutti gli ambienti della casa interni ed esterni - dal bagno alla cucina fino alla terrazza - in una ricca tavolozza cromatica che si compone di sette tonalità: Gesso, Cenere, Pepe nero, Terra, Caffè, Senape e infine Guado, il blu profondo ispirato a quello tanto amato da Gio Ponti. Che siano i decori con le bolle o con le setole, la composizione geometrica è davvero suggestiva. L’accurata scelta cromatica che connota la collezione ha portato a realizzare superfici simili a quelle di una tela che, sovrapponendosi, realizzano una percezione visiva di velature fluttuanti.  I forti contrasti nei decori proiettano la collezione Terre Garzate in dimensioni pittoriche dove differenti tonalità e figure, in relazione tra loro, creano a seconda della luce effetti ottici e profondità diverse. Il brick lucido dai bordi volutamente morbidi è un’esplicita citazione alla lavorazione artigianale delle botteghe ceramiche. Nell’inedito piccolo formato 5x20 Terre Garzate permette di ricoprire anche pareti ed elementi curvi. La collezione è disponibile nei due formati 5x20 e 20X20, ideati per essere abbinati l’uno con l’altro, arricchendo così il pattern di soluzioni ancor più scenografiche. Un approccio dinamico, governato da una ricerca stilistica che vuole andare oltre il colore per una nuova collezione di Ceramica Faetano che appare così audace e raffinata, capace di rendere vitale ogni ambiente con rigore ed eleganza.
20x20 cm5x20 cm",https://img.edilportale.com/product-thumbs/b_CERAMICA-DEL-CONCA_TERRE-GARZATE_5ICjjHux1Y.jpeg,https://www.edilportale.com/prodotti/ceramica-del-conca/pavimento-rivestimento-in-gres-porcellanato-smaltato-per-interni-ed-esterni/terre-garzate_719885.html
CERAMICA DEL CONCA,NATIVE,"La collezione di pavimenti e rivestimenti effetto legnoNativesi ispira a quattro differenti essenze lignee: Rovere Naturale, Rovere Oliato, Frassino, Castagno. L’essenza Rovere, nella versione “oliata”, si presenta con un’interpretazione cromatica particolarmente calda rispetto al Rovere Naturale. Altra caratteristica è l’equilibrio cromatico fra una plancia in gres e l’altra e la mancanza di nodosità che permette di creare ambienti dal sapore minimali. Il Rovere Naturale rievoca la tradizione con nodi di dimensioni medio-piccole, lasciati al grezzo. L’essenza Frassino con movimento grafico delle plance ceramiche crea leggere striature che sfumano in colorazioni dal marrone al beige al verde bosco, su un fondo caldo e luminoso. Il Castagno rappresenta l’essenza più elegante e sofisticata con piccoli nodi impalpabili e  leggeri tocchi biondi che illuminano il fondo in gres porcellanato.",https://img.edilportale.com/product-thumbs/b_CERAMICA-DEL-CONCA_NATIVE_8ucnQNXH7w.jpeg,https://www.edilportale.com/prodotti/ceramica-del-conca/pavimento-rivestimento-in-gres-porcellanato-a-tutta-massa-effetto-legno/native_717147.html
CERAMICA DEL CONCA,DINAMIKA OUTDOOR EDITION,"Dinamika Outdoor Editionè una pavimentazione da esterno effetto travertino.
Con l’innovativa tecnologia Dinamika, Del Conca si spinge oltre i confini interni dell’abitazione e presenta la nuova collezioneOutdoor Edition: una gamma di prodotti specifica per pavimentazioni da esterno con extra spessore 20 mm e dalle elevate performance tecniche. Le superfici Dinamika Outdoor, con le loro venature profonde e autentiche, interpretano texture lapidee e lignee dall’effetto iperrealistico e dal design unico, in grado di generare le analoghe sensazioni che si incontrano generalmente a contatto con il materiale naturale. Outdoor Edition soddisfa, così, la crescente esigenza dei progettisti di dare continuità agli ambienti indoor, dove troviamo generalmente pavimenti in spessore tradizionale dall’effetto pietra, marmo e legno, con l’outdoor, in una perfetta armonia in-out.  Le superfici proposte sono studiate, inoltre, per inserirsi perfettamente in scenari contemporanei, pubblici e privati e rivestire spazi esterni con praticità, sicurezza e naturalezza.
La nuova collezione Outdoor Edition è realizzata con la rivoluzionaria tecnologia Dinamika in grado di riprodurre fedelmente i materiali presenti in natura e ottenere, attraverso la produzione della superficie in un’unica fase in cui grafica e struttura coincidono, un effetto tridimensionale e materico, sia visivamente sia al tatto. Le proposte Dinamika Outdoor non richiedono particolare manutenzione, sono removibili e riutilizzabili se posate a secco in appoggio su erba, ghiaia e sabbia o come pavimentazione sopraelevata di spazi residenziali e commerciali. Se posate in maniera tradizionale con colla su massetto diventano zone carrabili.
La collezione Dinamika Outdoor Edition si compone di una superficie effetto pietra Travertino, due proposte di pavimento effetto legno per la nuova Wood Edition – versione Natural che richiama il classico ed elegante rovere, e Mahogany dai caldi toni rossastri – e sei effetti marmo – White Paradise, Onice Verde, Van Gogh White, Invisible Grey, Breccia Capraia e Moving – .
La collezione Dinamika Outdoor Edition è disponibile nei formati 60x60, 60x90, 40x120 cm.
60x90 cm | 24""x36""; th 20 mm",https://img.edilportale.com/product-thumbs/b_CERAMICA-DEL-CONCA_DINAMIKA-OUTDOOR-EDITION_NNP69IK3mF.jpeg,https://www.edilportale.com/prodotti/ceramica-del-conca/pavimento-per-esterni-in-gres-porcellanato-effetto-travertino/dinamika-outdoor-edition_713371.html
CERAMICA DEL CONCA,DINAMIKA OUTDOOR EDITION,"Dinamika Outdoor Editionè una pavimentazione da esterno effetto legno.
Con l’innovativa tecnologia Dinamika, Del Conca si spinge oltre i confini interni dell’abitazione e presenta la nuova collezioneOutdoor Edition: una gamma di prodotti specifica per pavimentazioni da esterno con extra spessore 20 mm e dalle elevate performance tecniche. Le superfici Dinamika Outdoor, con le loro venature profonde e autentiche, interpretano texture lapidee e lignee dall’effetto iperrealistico e dal design unico, in grado di generare le analoghe sensazioni che si incontrano generalmente a contatto con il materiale naturale. Outdoor Edition soddisfa, così, la crescente esigenza dei progettisti di dare continuità agli ambienti indoor, dove troviamo generalmente pavimenti in spessore tradizionale dall’effetto pietra, marmo e legno, con l’outdoor, in una perfetta armonia in-out.  Le superfici proposte sono studiate, inoltre, per inserirsi perfettamente in scenari contemporanei, pubblici e privati e rivestire spazi esterni con praticità, sicurezza e naturalezza.
La nuova collezione Outdoor Edition è realizzata con la rivoluzionaria tecnologia Dinamika in grado di riprodurre fedelmente i materiali presenti in natura e ottenere, attraverso la produzione della superficie in un’unica fase in cui grafica e struttura coincidono, un effetto tridimensionale e materico, sia visivamente sia al tatto. Le proposte Dinamika Outdoor non richiedono particolare manutenzione, sono removibili e riutilizzabili se posate a secco in appoggio su erba, ghiaia e sabbia o come pavimentazione sopraelevata di spazi residenziali e commerciali. Se posate in maniera tradizionale con colla su massetto diventano zone carrabili.
La collezione Dinamika Outdoor Edition si compone di una superficie effetto pietra Travertino, due proposte di pavimento effetto legno per la nuova Wood Edition – versione Natural che richiama il classico ed elegante rovere, e Mahogany dai caldi toni rossastri – e sei effetti marmo – White Paradise, Onice Verde, Van Gogh White, Invisible Grey, Breccia Capraia e Moving – .
La collezione Dinamika Outdoor Edition è disponibile nei formati 60x60, 60x90, 40x120 cm.
40x120 cm | 16""x48""; th 20 mm",https://img.edilportale.com/product-thumbs/b_CERAMICA-DEL-CONCA_DINAMIKA-OUTDOOR-EDITION_e6EAihRg5r.jpeg,https://www.edilportale.com/prodotti/ceramica-del-conca/pavimento-per-esterni-in-gres-porcellanato-effetto-legno/dinamika-outdoor-edition_713373.html
CERAMICA DEL CONCA,DINAMIKA OUTDOOR EDITION,"Dinamika Outdoor Editionè una pavimentazione da esterno effetto marmo.
Con l’innovativa tecnologia Dinamika, Del Conca si spinge oltre i confini interni dell’abitazione e presenta la nuova collezioneOutdoor Edition: una gamma di prodotti specifica per pavimentazioni da esterno con extra spessore 20 mm e dalle elevate performance tecniche. Le superfici Dinamika Outdoor, con le loro venature profonde e autentiche, interpretano texture lapidee e lignee dall’effetto iperrealistico e dal design unico, in grado di generare le analoghe sensazioni che si incontrano generalmente a contatto con il materiale naturale. Outdoor Edition soddisfa, così, la crescente esigenza dei progettisti di dare continuità agli ambienti indoor, dove troviamo generalmente pavimenti in spessore tradizionale dall’effetto pietra, marmo e legno, con l’outdoor, in una perfetta armonia in-out.  Le superfici proposte sono studiate, inoltre, per inserirsi perfettamente in scenari contemporanei, pubblici e privati e rivestire spazi esterni con praticità, sicurezza e naturalezza.
La nuova collezione Outdoor Edition è realizzata con la rivoluzionaria tecnologia Dinamika in grado di riprodurre fedelmente i materiali presenti in natura e ottenere, attraverso la produzione della superficie in un’unica fase in cui grafica e struttura coincidono, un effetto tridimensionale e materico, sia visivamente sia al tatto. Le proposte Dinamika Outdoor non richiedono particolare manutenzione, sono removibili e riutilizzabili se posate a secco in appoggio su erba, ghiaia e sabbia o come pavimentazione sopraelevata di spazi residenziali e commerciali. Se posate in maniera tradizionale con colla su massetto diventano zone carrabili.
La collezione Dinamika Outdoor Edition si compone di una superficie effetto pietra Travertino, due proposte di pavimento effetto legno per la nuova Wood Edition – versione Natural che richiama il classico ed elegante rovere, e Mahogany dai caldi toni rossastri – e sei effetti marmo – White Paradise, Onice Verde, Van Gogh White, Invisible Grey, Breccia Capraia e Moving – .
La collezione Dinamika Outdoor Edition è disponibile nei formati 60x60, 60x90, 40x120 cm.
60x60 cm | 24""x24""; th 20 mm60x90 cm | 24""x36""; th 20 mm",https://img.edilportale.com/product-thumbs/b_CERAMICA-DEL-CONCA_DINAMIKA-OUTDOOR-EDITION_orLuKmCTJo.jpeg,https://www.edilportale.com/prodotti/ceramica-del-conca/pavimento-per-esterni-in-gres-porcellanato-effetto-marmo/dinamika-outdoor-edition_713377.html
CERAMICA DEL CONCA,MANUFATTI,"Manufattiè un pavimento/rivestimento in gres porcellanato smaltato.Colori pastellati ispirati alla terra e alla natura. 7 brick perfettamente opachi per cambiare passo e creare spazi accoglienti e confortevoli. Giocare con audaci tavolozze di colore, forme morbide e linee fluide. Una nuova ricerca anima le collezioni Faetano. Dalla sperimentazione di “smalti profondi” prendono vita forme insolite e variegate. Una colata di smalto, non perfettamente stesa, ricrea bordi artigianali: un progetto materico che esce dalle consuete logiche.
th. 8.5 mm20x20 cm7.5x40 cm",https://img.edilportale.com/product-thumbs/b_CERAMICA-DEL-CONCA_MANUFATTI_MI82lEIUpm.jpeg,https://www.edilportale.com/prodotti/ceramica-del-conca/pavimento-rivestimento-in-gres-porcellanato-smaltato/manufatti_691765.html
CERAMICA DEL CONCA,BIOTERRE,"Bioterreè un pavimento/rivestimento in gres porcellanato a tutta massa.Una materia naturale, essenziale e calda. Un’armonia di pace, equilibrio si diffonde negli spazi grazie a queste terre pressate e ad una texture leggera, materica per lasciare spazio ai colori naturali. Nuance pastellate accompagnano marmi, legni, brick, e maioliche in una scena personale, intima.Da millenni, terra e architettura vivono a contatto per creare elementi di costruzione. Ispirandoci alla tecnica del pisè nasce la superficie decorata Stratum, un equilibrio di cromie calde o fredde, per rappresentare strati di terre pressate fra loro.
th. 8.5 mm120x120 cm80x80 cm60x120 cm60x60 cm30x60 cm",https://img.edilportale.com/product-thumbs/b_CERAMICA-DEL-CONCA_NESTING_w6Jgh1YUsi.jpeg,https://www.edilportale.com/prodotti/ceramica-del-conca/pavimento-rivestimento-in-gres-porcellanato-a-tutta-massa/bioterre_691772.html
CERAMICA DEL CONCA,NESTING,"La superficie della collezione di pavimenti e rivestimenti in gres porcellanatoNestings’ispira ad un’ardesia brasiliana primitiva che il sole ha schiarito portandola dal colore nero di origine a un grigio più stemperato.Quattro le nuances neutre attraversate da un movimento grafico leggero, tipico delle rocce con stratificazione fine e tagliate secondo piani paralleli.La collezione di piastrelle in gres Nesting offre versatilità e modularità grazie ai cinque differenti formati, 120x120 – 60x120 – 60x60 – 30x60 e l’80x80, tutti a spessore 8,5 mm.Le due superfici, una naturale e una grip nel formato 60x60, sono perfette per ambienti ibridi in cui una parte del pavimento o del rivestimento può essere contaminato da acqua, come nel caso di docce, spa, terrazzi.Nesting è arricchita da un fondo decorato, Synergy, che riproduce su ogni piastrella in gres porcellanato una geometria irregolare in otto grafiche differenti nel formato 60x120.Il muretto con bordi arrotondati in gres porcellanato completa la collezione.",https://img.edilportale.com/product-thumbs/b_CERAMICA-DEL-CONCA_NESTING_Ur6GhFE5GR.jpeg,https://www.edilportale.com/prodotti/ceramica-del-conca/pavimento-rivestimento-in-gres-porcellanato-a-tutta-massa-effetto-pietra/nesting_658037.html
CERAMICA DEL CONCA,PREMIERE,"PREMIEREè una collezione di superfici lapidee, marmi e onici.Disponibile in 5 variantiPaonazzo: un calacatta italiano, dal fondo bianco latte attraversato da una grafica marcata su tutta la superficie di colore grigio/nero con una vena gialla oro.Onice Bianco: lastre in gres porcellanato dal fondo bianco profondo impreziosito da una vena grigia.Paradise: lastre ceramiche attraversate da venature verde acqua, beige, rosse, rosa e gialle.Amazzonite: pavimenti e rivestimenti caratterizzati da una fitta trama su un fondo verde, bianco, viola e marrone.Onice Azzurro: ceramica romantica ricca di colore azzurro e vene ruggine.La collezione è prodotta in gres porcellanato, in grande lastra 120x260 e nei formati 120x120, 60x120 e 60x60 in finitura naturale e shine. Arricchita dal mosaico Papillon in 3 colori.
120x278 cm120x120 cm60x120 cm60x60 cm",https://img.edilportale.com/product-thumbs/b_premiere-ceramica-del-conca-615136-relb829c1d1.jpg,https://www.edilportale.com/prodotti/ceramica-del-conca/pavimento-rivestimento-in-gres-porcellanato-a-tutta-massa/premiere_615136.html
